收容所編號,名稱,縣市,鄉鎮,村里,門牌地址,類型,水災,震災,土石流,海嘯,救濟支站,無障礙設施,室內,室外,服務里別,容納人數,收容所面積（平方公尺）,聯絡人姓名,聯絡人連絡電話,管理人姓名,管理人連絡電話,備考,完整地址,longitude,latitude
385,成功市民活動中心,新北市,五股區,成功里,新北市五股區成功里西雲路163號,,是,是,是,是,是,,,,成州里、成功里、成德里、六福里、成泰里,100.0,400.0,李典倫,986079181.0,,,,65000五股區成功里新北市五股區成功里西雲路163號,121.44234,25.098822
386,成州市民活動中心,新北市,五股區,成州里,新北市五股區成州里西雲路267號,,是,是,是,是,是,,,,集福里、成州里、成功里、成德里、六福里、集賢里、成泰里,75.0,300.0,李典倫,986079181.0,,,,65000五股區成州里新北市五股區成州里西雲路267號,121.449355,25.098099
387,新北市五股區立體停車場,新北市,五股區,五股里,新北市五股區五股里工商路3號,,是,否,是,是,是,,,,興珍里、更寮里、五股里、五福里、德音里,550.0,2200.0,里幹事徐豐郁,916240757.0,,,,65000五股區五股里新北市五股區五股里工商路3號,121.439278,25.08296
388,成州國民小學,新北市,五股區,成州里,新北市五股區成州里成泰路三段493號,,是,是,是,是,否(備援),,,,集福里、觀音里、成州里、成功里、五龍里、陸一里、成德里、六福里、集賢里,370.25,2631.0,事務組長楊擎政,922298743.0,,,,65000五股區成州里新北市五股區成州里成泰路三段493號,121.450517,25.099771
389,更寮國民小學,新北市,五股區,興珍里,新北市五股區興珍里四維路2號,,是,否,是,是,否(備援),,,,興珍里、更寮里,288.0,1881.0,總務主任李聖文,910069063.0,,,,65000五股區興珍里新北市五股區興珍里四維路2號,121.467318,25.07092
390,五股國民小學,新北市,五股區,五股里,新北市五股區五股里成泰路二段49號,,是,否,是,是,否(備援),,,,五龍里、五股里、五福里、陸一里、民義里、福德里,856.0,4400.0,事務組長呂雅萍,910371229.0,,,,65000五股區五股里新北市五股區五股里成泰路二段49號,121.437361,25.082653
391,德音國民小學,新北市,五股區,水碓里,新北市五股區水碓里明德路2號,,是,否,是,是,否(備援),,,,德音里、貿商里、德泰里、民義里、水碓里、福德里,118.0,824.0,總務主任程麗華,921459263.0,,,,65000五股區水碓里新北市五股區水碓里明德路2號,121.43455,25.071372
392,五股國民中學,新北市,五股區,五股里,新北市五股區五股里成泰路二段49巷15號,,是,否,否,是,否(備援),,,,五股里、五福里、貿商里、德泰里、水碓里,214.25,1628.0,總務主任劉怡君,988658044.0,,,,65000五股區五股里新北市五股區五股里成泰路二段49巷15號,121.435723,25.083273
393,憲訓中心,新北市,五股區,德音里,新北市五股區德音里成泰路一段175號,,是,否,是,是,否(備援),,,,德音里、貿商里、德泰里、水碓里,686.0,2745.0,作訓科士官長簡世坪,917789687.0,,,,65000五股區德音里新北市五股區德音里成泰路一段175號,121.434894,25.075847
394,公民會館,新北市,五股區,成泰里,新北市五股區成泰里御史路1巷59號,,是,是,是,是,是,,,,觀音里、五龍里、陸一里、民義里、成泰里、福德里,182.0,731.23,李典倫,986079181.0,,,,65000五股區成泰里新北市五股區成泰里御史路1巷59號,121.440248,25.090328
395,觀音市民活動中心,新北市,五股區,觀音里,新北市五股區觀音里凌雲路三段17之2號,,是,是,是,是,是,,,,觀音里、集賢里,149.0,599.41,李典倫,986079181.0,,,,65000五股區觀音里新北市五股區觀音里凌雲路三段17之2號,121.429996,25.107677
396,防災體健公園,新北市,五股區,成德里,新北市五股區成德里成泰路三段與成州八路交叉,,是,是,是,是,是,,,,五股里、水碓里、成功里、成泰里、五福里、集賢里、集福里、成德里、德音里、五龍里、民義里、福德里、貿商里、里興珍、觀音里、陸一里、六福里、更寮里、德泰里、成州里,1330.0,10642.0,李典倫,986079181.0,,,,65000五股區成德里新北市五股區成德里成泰路三段與成州八路交叉,,
397,龍米市民活動中心,新北市,八里區,龍源里,新北市八里區龍米路1段223號,,是,是,是,否,是,,,,龍源里、米倉里,125.0,600.0,陳盈臻,908627920.0,,,,65000八里區龍源里新北市八里區龍米路1段223號,121.449138,25.138261
398,大崁老人活動中心,新北市,八里區,大崁里,新北市八里區大崁里中山路1段21號,,是,是,是,否,是,,,,大崁里、埤頭里、頂罟里,100.0,400.0,陳盈臻,908627920.0,,,,65000八里區大崁里新北市八里區大崁里中山路1段21號,121.42386,25.158981
399,大埤頂市民活動中心,新北市,八里區,大崁里,新北市八里區中山路1段95號,,是,是,是,否,是,,,,大崁里、埤頭里、頂罟里,70.0,280.0,陳盈臻,908627920.0,,,,65000八里區大崁里新北市八里區中山路1段95號,121.44421,25.169489
400,文化活動中心,新北市,八里區,舊城里,新北市八里區中山路2段251號1樓,,是,是,是,否,是,,,,舊城里、訊塘里、荖阡里,100.0,400.0,陳盈臻,908627920.0,,,,65000八里區舊城里新北市八里區中山路2段251號1樓,121.397711,25.077472
401,長坑市民活動中心,新北市,八里區,長坑里,新北市八里區中華路三段190號,,是,是,是,否,是,,,,下罟里、長坑里,100.0,400.0,陳盈臻,908627920.0,,,,65000八里區長坑里新北市八里區中華路三段190號,121.389672,25.128335
402,八里國小,新北市,八里區,舊城里,新北市八里區中山路二段338號,,是,是,是,否,否,,,,舊城里、訊塘里,1151.0,7551.0,林炳宏總務主任,919589707.0,,,,65000八里區舊城里新北市八里區中山路二段338號,121.403031,25.149515
403,大崁國小,新北市,八里區,大崁里,新北市八里區忠八街2號,,是,是,是,是,否,,,,大崁里,956.0,6710.0,呂立琪總務主任,935757748.0,,,,65000八里區大崁里新北市八里區忠八街2號,121.419406,25.160305
404,米倉國小,新北市,八里區,米倉里,新北市八里區龍米路2段129巷1號,,是,是,是,是,否,,,,米倉里,688.0,4930.0,蔡佳玲總務主任,921083060.0,,,,65000八里區米倉里新北市八里區龍米路2段129巷1號,121.458458,25.114582
405,長坑國小,新北市,八里區,長坑里,新北市八里區中華路三段236號,,是,是,是,是,否,,,,長坑里、下罟里,242.0,1720.0,鍾榮進總務主任,918337371.0,,,,65000八里區長坑里新北市八里區中華路三段236號,121.389328,25.126274
406,八里國中,新北市,八里區,荖阡里,新北市八里區荖阡坑路15號,,是,是,是,是,否,,,,荖阡里、長坑里、下罟里,499.0,3136.5,陳俊傑總務主任,932080495.0,,,,65000八里區荖阡里新北市八里區荖阡坑路15號,121.400251,25.1404
407,聖心女中,新北市,八里區,龍源里,新北市八里區龍米路一段263號,,是,是,是,是,否,,,,龍源里、米倉里,940.0,6860.0,陳瑞璋總務主任,932000039.0,,,,65000八里區龍源里新北市八里區龍米路一段263號,121.449423,25.137398
408,商港公園,新北市,八里區,訊塘里,新北市八里區商港一路和商港八路交叉口,,否,是,是,否,否,,,,訊塘里、舊城里、荖阡里,1324.0,5299.0,陳盈臻,908627920.0,,,,65000八里區訊塘里新北市八里區商港一路和商港八路交叉口,121.399935,25.150816
409,八里區公所文康活動中心 ,新北市,八里區,頂罟里,新北市八里區八里大道22號,,是,是,是,否,是,,,,埤頭里、頂罟里,70.0,280.0,陳盈臻,908627920.0,,,,65000八里區頂罟里新北市八里區八里大道22號,121.406459,25.153317
410,聖心國小,新北市,八里區,龍源里,新北市八里區龍米路一段261號,,是,是,是,是,否,,,,龍源里,204.0,1284.0,翁志弘總務主任,936706841.0,,,,65000八里區龍源里新北市八里區龍米路一段261號,121.450368,25.134217
411,泰山區公所,新北市,泰山區,同榮里,新北市泰山區明志路1段322號,,是,是,是,是,是,,,,同榮里、同興里、福泰里、福興里,53.0,214.0,陳俊佑,980216198.0,,,,65000泰山區同榮里新北市泰山區明志路1段322號,121.424919,25.043431
412,泰山國中,新北市,泰山區,山腳里,新北市泰山區泰林路二段498號,,是,否,是,是,否,,,,大科里、山腳里、黎明里,1052.0,6556.3,陳美蓮,,,,,65000泰山區山腳里新北市泰山區泰林路二段498號,121.42452,25.064008
413,黎明市民活動中心,新北市,泰山區,黎明里,新北市泰山區黎明路23號,,是,否,是,是,否,,,,黎明里、大科里,21.0,86.0,施呈林,980464588.0,,,,65000泰山區黎明里新北市泰山區黎明路23號,121.420974,25.062742
414,泰山國小,新北市,泰山區,山腳里,新北市泰山區泰林路二段255號,,是, 是,是,是,否,,,,大科里、山腳里、黎明里、楓樹里,1305.0,9220.0,薛政宏,916913590.0,,,,65000泰山區山腳里新北市泰山區泰林路二段255號,121.431285,25.062342
415,泰山體育館,新北市,泰山區,同榮里,新北市泰山區公園路54號,,是, 是,是,是,否,,,,同榮里、同興里、義學里、義仁里、全興里,1280.0,8240.0,蔣雅淇,920235693.0,,,,65000泰山區同榮里新北市泰山區公園路54號,121.426599,25.055339
416,同榮國小,新北市,泰山區,同榮里,新北市泰山區公園路30號,,是, 是,是,是,否,,,,同榮里、義學里、義仁里,1957.0,17246.0,田聖山,936954268.0,,,,65000泰山區同榮里新北市泰山區公園路30號,121.429121,25.054367
417,義學國小,新北市,泰山區,義仁里,新北市泰山區民生路30號,,是, 是,是,是,否,,,,明志里、義學里、義仁里、同榮里,773.0,5385.0,張子韻,987875136.0,,,,65000泰山區義仁里新北市泰山區民生路30號,121.430493,25.05241
418,明志國小,新北市,泰山區,泰友里,新北市泰山區新生路2號,,是, 是,是,是,否,,,,明志里、新明里、泰友里、貴和里,1024.0,6856.0,張雅婷,912705418.0,,,,65000泰山區泰友里新北市泰山區新生路2號,121.427453,25.045245
419,義學國中,新北市,泰山區,義仁里,新北市泰山區民生路33號,,是, 是,是,是,否,,,,義學里、義仁里、全興里,573.0,4350.0,陳信全,978126508.0,,,,65000泰山區義仁里新北市泰山區民生路33號,121.430621,25.052138
420,泰山高中,新北市,泰山區,同榮里,新北市泰山區辭修路7號,,是, 是,是,是,否,,,,同榮里、同興里、福興里、全興里,570.0,3521.0,劉宗鑫,963376996.0,,,,65000泰山區同榮里新北市泰山區辭修路7號,121.427988,25.058151
421,明志科技大學,新北市,泰山區,貴子里,新北市泰山區工專路84號,,是, 是,否,是,是,,,,貴子里、貴賢里、貴和里,1803.0,13202.0,邱明誌,921858959.0,,,,65000泰山區貴子里新北市泰山區工專路84號,121.419338,25.042631
422,黎明技術學院,新北市,泰山區,黎明里,新北市泰山區泰林路三段22號,,是, 是,是,是,否,,,,大科里、黎明里、山腳里,1081.0,6356.0,陳佳記,953166619.0,,,,65000泰山區黎明里新北市泰山區泰林路三段22號,121.419616,25.065895
423,明志市民活動中心,新北市,泰山區,明志里,新北市泰山區明志路二段426號,,是, 是,否,是,否,,,,明志里、新明里、泰友里,20.0,80.0,陳春祈,937029602.0,,,,65000泰山區明志里新北市泰山區明志路二段426號,121.424712,25.043812
424,貴和市民活動中心,新北市,泰山區,貴和里,新北市泰山區明志路三段365號,,是, 是,是,是,是,,,,貴和里、貴賢里、貴子里,76.0,304.0,余碧玉,916385922.0,,,,65000泰山區貴和里新北市泰山區明志路三段365號,121.421725,25.034884
425,楓樹福泰市民活動中心,新北市,泰山區,楓樹里,新北市泰山區楓江路26巷26號,,是, 是,是,是,是,,,,楓樹里、福泰里、山腳里,201.0,806.0,鄭美玲,920263993.0,,,,65000泰山區楓樹里新北市泰山區楓江路26巷26號,121.434895,25.061662
426,義仁市民活動中心,新北市,泰山區,義仁里,新北市泰山區明志路二段177號,,是, 是,是,是,否,,,,義學里、義仁里、泰友里、明志里,55.0,220.0,許火炎,935128797.0,,,,65000泰山區義仁里新北市泰山區明志路二段177號,121.427674,25.049867
427,山腳市民活動中心,新北市,泰山區,山腳里,新北市泰山區福德街14號,,是, 是,是,是,是,,,,山腳里、福泰里、楓樹里,62.0,248.0,王國超,953318318.0,,,,65000泰山區山腳里新北市泰山區福德街14號,121.432334,25.062661
428,林口區公所,新北市,林口區,西林里,新北市林口區仁愛路一段378號,,是,否,是,是,是,,,,林口里、西林里,120.0,480.0,李宜聰,986677087.0,,,,65000林口區西林里新北市林口區仁愛路一段378號,121.388524,25.076741
429,林口國民小學,新北市,林口區,菁湖里,新北市林口區林口路76號,,是,是,是,是,否,,,,菁湖里、中湖里,302.0,1208.0,陳筠樺,938829598.0,,,,65000林口區菁湖里新北市林口區林口路76號,121.389893,25.080842
430,嘉寶國民小學,新北市,林口區,嘉寶里,新北市林口區嘉溪雅坑22號,,是,是,否,是,是,,,,嘉寶里、下福里,109.0,436.0,楊雅玉,923615672.0,,,,65000林口區嘉寶里新北市林口區嘉溪雅坑22號,121.339328,25.108345
431,興福國民小學,新北市,林口區,下福里,新北市林口區下福里20鄰10-1號,,是,是,是,是,是,,,,下福里、瑞平里,236.0,943.0,廖淑珍,935333771.0,,,,65000林口區下福里新北市林口區下福里20鄰10-1號,121.295876,25.120417
432,瑞平國民小學,新北市,林口區,太平里,新北市林口區太平里後坑34之1,,是,是,是,否,是,,,,嘉寶里、下福里、瑞平里、太平里,68.0,270.0,陳姿蓉,923615672.0,,,,65000林口區太平里新北市林口區太平里後坑34之1,121.349226,25.128313
433,醒吾高級中學,新北市,林口區,東林里,新北市林口區粉寮路一段75巷80號,,是,是,是,否,否,,,,東林里,190.0,760.0,許哲瑋,,,,,65000林口區東林里新北市林口區粉寮路一段75巷80號,121.395821,25.079696
434,林口國民中學,新北市,林口區,湖南里,新北市林口區民治路25號,,是,是,是,是,否,,,,西林里、仁愛里,415.0,1659.0,邱于真,937842163.0,,,,65000林口區湖南里新北市林口區民治路25號,121.376896,25.076858
435,麗園國民小學,新北市,林口區,麗園里,新北市林口區忠孝路591號,,是,是,是,是,否,,,,麗園里、東勢里,320.0,1280.0,鄭至真,988385195.0,,,,65000林口區麗園里新北市林口區忠孝路591號,121.376195,25.068589
436,麗林國民小學,新北市,林口區,麗林里,新北市林口區公園路46號,,是,是,是,是,否,,,,麗林里、仁愛里,484.0,3588.0,張娟娟,983365395.0,,,,65000林口區麗林里新北市林口區公園路46號,121.367903,25.068715
437,南勢國民小學,新北市,林口區,南勢里,新北市林口區南勢街215號,,是,是,是,是,是,,,,南勢里,341.0,1364.12,陳彥勳,935522336.0,,,,65000林口區南勢里新北市林口區南勢街215號,121.3589,25.075227
438,林口高中,新北市,林口區,東勢里,新北市林口區仁愛路二段173號,,是,是,是,是,否,,,,西林里,415.0,1659.0,陳志煒,913177386.0,,,,65000林口區東勢里新北市林口區仁愛路二段173號,121.381002,25.073639
439,崇林國民中學,新北市,林口區,麗園里,新北市林口區文化一路一段20號,,是,否,是,是,否,,,,東勢里、麗園里、麗林里,813.0,3250.0,張萬億,935522336.0,,,,65000林口區麗園里新北市林口區文化一路一段20號,121.370276,25.068112
440,頭湖國民小學,新北市,林口區,湖南里,新北市林口區民權路101號,,是,是,是,是,否,,,,湖南里、頂福里,100.0,400.0,鄭伊琳,912901510.0,,,,65000林口區湖南里新北市林口區民權路101號,121.372859,25.082737
441,佳林國民中學,新北市,林口區,中湖里,新北市林口區中山路268號,,是,是,是,是,否,,,,湖南里、中湖里、菁湖里,213.0,853.0,黃義勝,919353534.0,,,,65000林口區中湖里新北市林口區中山路268號,121.384227,25.08033
442,湖南市民活動中心,新北市,林口區,湖南里,新北市林口區民權路165號,,是,是,是,是,否,,,,湖南里、中湖里,139.0,0.0,張俊穎,937421339.0,,,,65000林口區湖南里新北市林口區民權路165號,121.374172,25.0844
443,麗林市民活動中心,新北市,林口區,麗林里,新北市林口區公園路59號,,是,是,是,是,否,,,,麗林里,276.0,1104.18,張俊穎,937421339.0,,,,65000林口區麗林里新北市林口區公園路59號,121.367623,25.068816
444,林口西林市民活動中心,新北市,林口區,林口里,新北市林口區中正路100號,,是,是,是,是,否,,,,林口里、東林里,65.0,259.47,張俊穎,937421339.0,,,,65000林口區林口里新北市林口區中正路100號,121.393971,25.077322
445,湖北市民活動中心,新北市,林口區,湖北里,新北市林口區後湖17-6號,,是,是,是,是,否,,,,湖北里、太平里、嘉寶里、頂福里,125.0,499.23,張俊穎,937421339.0,,,,65000林口區湖北里新北市林口區後湖17-6號,121.384898,25.107509
