serialnumber,provide_contain,provide_shelter,provide_goods,no,countycode,name,district,areacode,village,address,floor,service_village,contact_person,contact_cellphone,suit_for_weak,person,floorspacebuildingothers,floorspacebuildingfactory,suit_for_flood,suit_for_mudflow,suit_for_eqrthquake,suit_for_tsunami,standing_shelter,longitude,latitude
518,是,是,否,SF208-0020,65000,美田市民活動中心,金山區,65000270,美田里,新北市金山區美田里中山路236號2樓,2樓活動中心,金美里、美田里,李佳彥,911646790.0,是,24.0,99.165,0.0,是,是,否,是,否,121.636151,25.223393
519,是,是,否,SF207-0001,65000,萬里國小,萬里區,65000280,萬里里,新北市萬里區萬里里瑪鋉路18號,瑪鋉館、春雨樓2樓、多功能教室、操場,雙興里、溪底里、崁脚里、中幅里、萬里里、北基里,陳佩儀,911321317.0,是,897.0,1095,4992.0,是,是,是,否,是,121.68899,25.176632
520,是,是,是,SF207-0002,65000,萬里區行政大樓,萬里區,65000280,萬里里,新北市萬里區萬里里瑪鋉路123號,國際會議廳5樓、1樓大廳,萬里里、北基里、龜吼里、野柳里、中幅里,陳佳卉,958586505.0,是,214.0,856,0.0,是,是,是,否,是,121.689187,25.178248
521,是,是,否,SF207-0003,65000,野柳活動中心,萬里區,65000280,野柳里,新北市萬里區野柳里港東路1-5號,活動中心1樓,野柳里、磺潭里、大鵬里,張永耀,928112088.0,是,216.0,866,0.0,是,是,是,否,是,121.68766,25.203846
522,是,是,否,SF207-0004,65000,崁腳活動中心,萬里區,65000280,崁腳里,新北市萬里區崁脚里崁脚路55-1號,活動中心1樓,崁脚里、溪底里、雙興里、中幅里,郭清標,937184166.0,否,30.0,120,0.0,否,是,是,是,是,121.64863,25.15971
523,是,是,否,SF207-0005,65000,仁愛之家,萬里區,65000280,龜吼里,新北市萬里區龜吼里玉田路61號,文康禮堂2樓、中正堂餐廳1樓,大鵬里、磺潭里、野柳里、龜吼里,蔡湟霖,922702059.0,是,269.0,812,535.0,否,否,是,是,是,121.682001,25.19356
524,是,是,否,SF207-0006,65000,崁腳國小,萬里區,65000280,崁腳里,新北市萬里區崁脚里崁脚路59號,活動中心、教室大樓2樓多功能教室、操場,崁脚里、溪底里、雙興里、中幅里,蔡惟中,910333729.0,否,161.0,398,500.0,否,是,是,是,是,121.64863,25.15971
525,是,是,否,SF207-0007,65000,大坪國小,萬里區,65000280,雙興里,新北市萬里區雙興里大坪路1號,開心館第一教學大樓1樓、自然教室第一教學大樓1樓、音樂教室第一教學大樓1樓、操場,萬里里、北基里、龜吼里、崁脚里、溪底里、雙興里,謝誩品,920275555.0,否,240.0,274,1380.0,否,是,是,是,是,121.640057,25.166178
526,否,是,否,SF207-0008,65000,中華商業海事職業學校,萬里區,65000280,北基里,新北市萬里區北基里瑪鋉路15號,操場,北基里、萬里里、中幅里,陳稚璽,919871946.0,否,775.0,0,6200.0,否,是,是,是,否,121.68314,25.175783
527,否,是,否,SF207-0009,65000,獅頭路瑪鋉公園,萬里區,65000280,萬里里,中萬里加投瑪鋉港口小段269-20地號,公園廣場1樓,萬里里,郭東陽,937193173.0,否,225.0,0,1800.0,是,是,是,否,否,121.68985,25.179852
528,否,是,否,SF207-0010,65000,磺潭社區親水公園,萬里區,65000280,磺潭里,新北市萬里區磺潭里員潭路,公園廣場1樓,大鵬里、磺潭里,張慶傳,919561373.0,否,225.0,0,1800.0,是,是,是,是,否,121.646604,25.197556
529,否,是,否,SF207-0011,65000,鎮北宮,萬里區,65000280,龜吼里,新北市萬里區龜吼里玉田路4-2號,寺廟廣場1樓,龜吼里美崙,陳詠裕,966552117.0,否,175.0,0,1400.0,是,是,是,是,否,121.679721,25.1887
530,否,是,否,SF207-0012,65000,基督教芥菜種營地,萬里區,65000280,龜吼里,新北市萬里區龜吼里玉田路25號,營地廣場1樓,龜吼里玉田,黃宗能,932232402.0,否,200.0,0,1600.0,是,是,是,是,否,121.678967,25.191878
531,是,是,否,SF207-0013,65000,大鵬國小,萬里區,65000280,大鵬里,新北市萬里區大鵬里萬里加投14號,1樓綜合教室、1樓多功能教室、韻律教室、操場,大鵬里、野柳里、龜吼里、磺潭里,蕭書凡,936273567.0,否,691.0,264,5000.0,否,是,是,否,是,121.650866,25.208821
532,是,是,否,SF207-0014,65000,野柳國小,萬里區,65000280,野柳里,新北市萬里區野柳里港東路167號,海風樓4樓、海石樓3樓、海石樓1樓、上操場、下操場,大鵬里、野柳里、龜吼里,吳炯霖,937334021.0,否,658.0,1884.07,1500.0,是,是,是,否,是,121.689355,25.206326
533,是,是,否,SF207-0015,65000,萬里國中,萬里區,65000280,萬里里,新北市萬里區萬里里獅頭路24號,活動中心1樓、操場,萬里里、北基里、雙興里、中幅里,劉偉君,920455159.0,否,1355.0,420,10000.0,是,是,是,是,是,121.692864,25.179367
534,是,是,否,SF207-0016,65000,頂寮活動中心,萬里區,65000280,大鵬里,新北市萬里區大鵬里頂社路18-6號,活動中心1樓,大鵬里、磺潭里,曾秋芳,937874862.0,是,69.0,277,0.0,是,是,是,否,是,121.656281,25.209563
535,是,是,是,SF226-0001,65000,平溪市民活動中心,平溪區,65000240,石底里,新北市平溪區石底里公園街17號,活動中心2樓,石底里、平溪里、嶺腳里、東勢里,李碩軒,988560529.0,是,103.0,388,50.0,是,是,是,否,是,121.735425,25.0248
536,是,否,否,SF226-0002,65000,平溪國中,平溪區,65000240,石底里,新北市平溪區石底里靜安路2段295號,活動中心、演藝廳、餐廳,石底里、平溪里、嶺腳里、東勢里,尤毓蓁,921071628.0,是,754.0,1240,3550.0,是,是,是,否,否,121.74258,25.025541
537,是,否,否,SF226-0003,65000,菁桐國小,平溪區,65000240,菁桐里,新北市平溪區菁桐里菁桐街45號,活動中心、餐廳、會議室,菁桐里、白石里,葉翁誠,989789673.0,否,491.0,1063,1800.0,是,是,是,否,否,121.727681,25.023591
538,是,否,否,SF226-0004,65000,平溪國小,平溪區,65000240,平溪里,新北市平溪區平溪里平溪街56號,仰山軒、校史室─1樓、專科教室─2樓,平溪里、石底里,林尚億,978276031.0,是,485.0,445,2988.0,是,是,是,否,否,121.736817,25.027084
539,是,否,否,SF226-0005,65000,十分國小,平溪區,65000240,十分里,新北市平溪區十分里十分街157號,視聽教室─行政樓2樓、圖書室─藝文樓2樓、親子中心/銀髮俱樂部─藝文樓1樓,十分里、南山里、新寮里、望古里、平湖里,陳昌維,926722955.0,是,233.0,330,1200.0,是,是,是,否,否,121.777697,25.043478
540,是,是,否,SF226-0006,65000,菁桐市民活動中心,平溪區,65000240,菁桐里,新北市平溪區菁桐里菁桐街65-1號,活動中心1樓,菁桐里、薯榔里,黃肯中,966665027.0,是,32.0,127,,是,是,是,否,否,121.724747,25.024001
541,是,否,否,SF226-0007,65000,白石市民活動中心,平溪區,65000240,白石里,新北市平溪區白石里靜安路2段241號,活動中心1、2樓,白石里、薯榔里,李碩軒,988560529.0,否,46.0,184,,是,是,是,否,否,121.724524,25.02227
542,是,是,否,SF226-0008,65000,嶺腳市民活動中心,平溪區,65000240,嶺腳里,新北市平溪區嶺腳里嶺腳寮14號,活動中心1樓,嶺腳里、東勢里、望古里,李碩軒,988560529.0,是,30.0,119,,是,是,是,否,否,121.747071,25.035297
543,是,否,否,SF226-0009,65000,平湖市民活動中心,平溪區,65000240,平湖里,新北市平溪區平湖里大湖10號,活動中心1樓,平湖里、南山里、十分里、新寮里,黃肯中,966665027.0,否,30.0,121,,是,是,是,否,否,121.781288,25.025617
544,是,是,是,SF226-0010,65000,老人文康活動中心,平溪區,65000240,十分里,新北市平溪區十分里十分街66巷1號,活動中心1樓,十分里、望古里、南山里、平湖里、新寮里,李碩軒,988560529.0,是,66.0,263,,是,是,是,否,是,121.775806,25.041931
545,是,是,是,SF226-0011,65000,薯榔市民活動中心,平溪區,65000240,薯榔里,新北市平溪區薯榔里靜安路二段63號,活動中心3樓,薯榔里、菁桐里、白石里,黃肯中,966665027.0,是,33.0,132,,是,是,是,否,是,121.71539,25.020783
546,是,是,否,SF227-001,65000,雙溪高中,雙溪區,65000250,平林里,新北市雙溪區平林里梅竹蹊3號,活動中心1樓、國中部教室、高中部教室、操場,平林里、雙溪里、新基里、共和里、魚行里、三港里、三貂里、牡丹里、泰平里,劉仲秋,919902562.0,是,1331.0,1724,7200.0,是,是,是,否,否,121.862106,25.037681
547,是,是,否,SF227-002,65000,雙溪國小,雙溪區,65000250,共和里,新北市雙溪區共和里東榮街54號1樓,活動中心、樂活運動站、操場,魚行里、共和里、雙溪里、新基里、泰平里,吳耀郎,975272585.0,是,546.0,1187,2000.0,否,是,是,否,否,121.866976,25.033523
548,是,是,否,SF227-003,65000,共和市民活動中心,雙溪區,65000250,共和里,新北市雙溪區共和里中山路41巷6號1樓,活動中心1樓,魚行里、共和里、雙溪里、新基里,張馨瑀,915502102.0,是,100.0,153,500.0,是,是,是,否,否,121.865662,25.031693
549,是,是,是,SF227-005,65000,中正市民活動中心,雙溪區,65000250,牡丹里,新北市雙溪區牡丹里中正路64號1樓,活動中心1樓,牡丹里、三貂里、新基里,張馨瑀,915502102.0,是,76.0,207.26,200.0,是,是,是,否,是,121.866204,25.04217
550,是,是,是,SF227-006,65000,長源市民活動中心,雙溪區,65000250,長源里,新北市雙溪區長源里柑腳路19號2樓,活動中心2樓,長源里、外柑里,張馨瑀,915502102.0,是,172.0,188.52,1000.0,是,是,是,否,是,121.801935,25.003788
551,是,是,否,SF227-007,65000,三港集會所,雙溪區,65000250,三港里,新北市雙溪區三港里三港7號,集會所2樓,三港里,張馨瑀,915502102.0,否,63.0,207,100.0,是,是,是,否,否,121.880115,25.052941
552,是,是,否,SF227-008,65000,泰平市民活動中心,雙溪區,65000250,泰平里,新北市雙溪區泰平里溪尾寮46號,活動中心1樓,泰平里,張馨瑀,915502102.0,是,101.0,204,400.0,是,是,是,否,否,121.82135,24.967448
553,是,是,否,SF227-009,65000,上林國小,雙溪區,65000250,上林里,新北市雙溪區上林里內平林60號1樓,視聽教室、圖書館、操場,上林里、平林里、外柑里、長源里,王儷珈 ,987728135.0,是,2594.0,290,20177.0,是,是,是,否,否,121.834225,25.028126
554,是,是,否,SF227-010,65000,牡丹國小,雙溪區,65000250,三貂里,新北市雙溪區三貂里政光路3號1樓,桌球室、禮堂、操場,三貂里、牡丹里,林明珊,928815392.0,是,554.0,282,3874.5,是,是,是,否,否,121.850883,25.06289
555,是,是,否,SF227-011,65000,平林市民活動中心,雙溪區,65000250,平林里,新北市雙溪區平林里外平林52號,平林市民活動中心,平林里、上林里、泰平里,張馨瑀,915502102.0,是,79.0,176,282.0,是,是,是,否,否,121.849581,25.035031
556,是,是,否,SF227-012,65000,外柑市民活動中心,雙溪區,65000250,外柑里,新北市雙溪區外柑里6鄰外柑腳49號,外柑市民活動中心,外柑里、長源里、上林里,張馨瑀,915502102.0,否,72.0,109,360.0,是,是,是,否,否,121.807895,25.018263
557,是,是,否,SF227-013,65000,柑林國小,雙溪區,65000250,長源里,新北市雙溪區長源里9鄰柑腳3號,多功能教室、視聽教室、會議室、籃球場,長源里、外柑里,康志偉,921884783.0,是,181.0,460,535.0,是,是,是,否,否,121.804632,25.015088
558,是,是,是,SF227-014,65000,牡丹市民活動中心,雙溪區,65000250,牡丹里,新北市雙溪區牡丹里下坑路36號,牡丹市民活動中心,牡丹里、三貂里,張馨瑀,915502102.0,是,121.0,287,400.0,是,是,是,否,是,121.850942,25.056276
559,是,是,否,SF228-0001,65000,貢寮市民活動中心,貢寮區,65000260,貢寮里,新北貢寮區貢寮里長泰路18-2號,1、2層,貢寮里、雙玉里、龍崗里、吉林里,吳淑珠(課長),938932666.0,是,176.0,656,100.0,是,是,是,是,是,121.898456,25.020518
560,是,是,否,SF228-0002,65000,福隆青少年活動中心,貢寮區,65000260,福隆里,新北市貢寮區福隆里福隆街60號,1、2、3層,福隆里,吳憲彰(里長),936818886.0,否,403.0,609,2010.0,否,是,是,否,是,121.945732,25.018379
561,是,是,否,SF228-0003,65000,昭惠廟,貢寮區,65000260,龍門里,新北市貢寮區龍門里龍門街74-1號,1樓,龍門里,吳世揚(里長),912276947.0,否,50.0,200,0.0,是,是,是,否,是,121.932538,25.026518
562,是,是,否,SF228-0004,65000,澳底國小,貢寮區,65000260,真理里,新北市貢寮區真理里延平街10號,大禮堂1樓,真理里、仁里里,周麗華(總務主任),937115836.0,是,557.0,330,3800.0,是,是,是,是,否,121.917452,25.055723
563,是,是,否,SF228-0005,65000,靈鷲山無生道場,貢寮區,65000260,福連里,新北市貢寮區福連里香蘭街7-1號,大殿1樓,福連里、福隆里,釋法藏(法師),938338222.0,否,100.0,400,0.0,是,是,是,是,否,121.978587,25.023586
564,是,是,否,SF228-0006,65000,福安廟,貢寮區,65000260,美豐里,新北市貢寮區美豐里雞母嶺街7號,1樓,美豐里、真理里、仁里里,陳哲雄(主委),910324724.0,否,40.0,160,0.0,是,是,是,是,否,121.901829,25.064214
565,是,是,否,SF228-0007,65000,和美國小,貢寮區,65000260,和美里,新北市貢寮區和美里龍洞街1-9號,視聽教室3樓,和美里,陳天和(警衛),989624995.0,是,118.0,126,700.0,否,是,是,否,否,121.916064,25.111631
566,是,是,否,SF228-0008,65000,福連國小,貢寮區,65000260,福連里,新北市貢寮區福連里福連街1號,1樓,福連里,吳家駒(警衛),911906060.0,否,590.0,160,4400.0,否,是,是,否,否,121.988471,25.016814
567,是,是,否,SF228-0009,65000,福隆國小,貢寮區,65000260,福隆里,新北市貢寮區福隆里東興街35號,禮堂1樓,福隆里,諶福連(警衛),937424680.0,是,278.0,364,1500.0,是,是,是,否,否,121.949134,25.017717
568,是,是,否,SF228-0010,65000,貢寮國小,貢寮區,65000260,雙玉里,新北市貢寮區貢寮里學苑街7號,禮堂1樓,貢寮里、雙玉里、龍崗里、吉林里,簡錫豪(警衛),912472763.0,是,605.0,299,4254.0,否,是,是,是,否,121.915086,25.022017
569,是,是,否,SF228-0011,65000,貢寮實驗中學,貢寮區,65000260,龍崗里,新北市貢寮區龍崗里嵩陽路42號,禮堂1樓,貢寮里、雙玉里、龍崗里、吉林里,林燕青(警衛),927634337.0,是,548.0,495,3400.0,是,是,是,是,否,121.905175,25.012885
570,否,是,否,SF228-0012,65000,虎子山,貢寮區,65000260,福隆里,新北市貢寮區福隆里虎子山街,戶外,福隆里,吳憲彰(里長),936818886.0,否,50.0,0,400.0,否,否,否,是,否,121.938029,25.014212
571,否,是,否,SF228-0013,65000,佛祖廟(西靈岩寺),貢寮區,65000260,和美里,新北市貢寮區和美里和美街49號,西靈岩寺,和美里,吳金發(里長),915855681.0,否,62.0,0,500.0,否,否,否,是,否,121.911992,25.081926
572,否,是,否,SF228-0014,65000,佛祖廟(西側高地),貢寮區,65000260,和美里,新北市貢寮區和美里和美街49號,西側高地,和美里,吳金發(里長),915855681.0,否,62.0,0,500.0,否,否,否,是,否,121.911992,25.081926
573,否,是,否,SF228-0015,65000,新北市立圖書館-貢寮分館,貢寮區,65000260,真理里,新北市貢寮區真理里仁愛路79號3樓,3樓,真理里、仁里里,胡麗珠(主任),973802859.0,否,157.0,630,0.0,否,否,否,是,否,121.926916,25.054775
574,否,是,否,SF228-0016,65000,仁和宮,貢寮區,65000260,仁里里,新北市貢寮區仁里里仁和路11號,3樓,真理里、仁里里,周鴻鏗(主委),910060524.0,否,125.0,500,0.0,否,否,否,是,否,121.923124,25.0496
575,否,是,否,SF228-0017,65000,慶安宮,貢寮區,65000260,真理里,新北市貢寮區真理里延平街13號,3樓,真理里、仁里里,許吳却(主委),922092650.0,否,12.0,50,0.0,否,否,否,是,否,121.923804,25.054921
576,是,是,否,SF228-0018,65000,豐珠中學,貢寮區,65000260,美豐里,新北市貢寮區美豐里雞母嶺街6-6號,2樓,美豐里、真理里、仁里里,王瑞哲(事務組長),922860286.0,否,301.0,205,2002.0,是,否,否,是,否,121.891323,25.069479
577,是,是,是,SF228-0019,65000,貢寮區公所,貢寮區,65000260,貢寮里,新北市貢寮區貢寮里長泰路20號,4樓,貢寮里、雙玉里、龍崗里、吉林里,吳淑珠(課長),938932666.0,是,370.0,480,2000.0,是,是,是,是,是,121.906245,25.020852
578,是,是,是,SF233-0001,65000,忠治活動中心,烏來區,65000290,忠治里,新北市烏來區忠治里忠治12號,1~2樓,忠治里、烏來里、孝義里,呂天祥,935225498.0,是,30.0,120,0.0,是,是,是,否,是,121.548554,24.883664
579,是,是,是,SF233-0002,65000,綜合活動中心,烏來區,65000290,烏來里,新北市烏來區烏來里烏來街34號,1樓,烏來里、忠治里、福山里、信賢里、孝義里,呂天祥,935225498.0,是,30.0,120,0.0,是,是,是,否,是,121.551198,24.863485
580,是,是,是,SF233-0004,65000,信賢活動中心,烏來區,65000290,信賢里,新北市烏來區信賢里信福路48號,1~2樓,福山里、信賢里,呂天祥,935225498.0,是,30.0,120,0.0,是,是,是,否,是,121.525417,24.835643
